Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
12/7/2022,Elizabeth Campbell,Michael Ferguson,Toyota,Civic,2019,36384,0.084300896,3067.2
2/15/2023,Jennifer Clark,Vanessa Porter,Toyota,F-150,2015,17191,0.139786982,2403.08
12/10/2022,Thomas Douglas,David Walker,Toyota,Altima,2020,49952,0.082982733,4145.15
2/12/2023,Heidi Potter,Megan Wilson,Nissan,F-150,2019,46764,0.087135625,4074.81
5/1/2023,Nicole Price,Mary Mathews,Chevrolet,F-150,2010,23688,0.146464518,3469.45
4/3/2023,Tonya Odonnell,Nancy Manning,Honda,Corolla,2016,25148,0.094881436,2386.08
11/10/2022,David Brown,Desiree Bryant,Toyota,Silverado,2018,38720,0.076848102,2975.56
4/3/2023,Michael Lee,Jessica Williams,Toyota,Corolla,2011,41475,0.060131614,2493.96
8/5/2022,Amy Cook,Tony Davis,Chevrolet,F-150,2022,16262,0.145949703,2373.43
3/30/2023,Alexander Frazier,Amanda Warner,Chevrolet,Corolla,2019,19407,0.069081577,1340.67
1/20/2023,Edward Lawrence,Christopher Archer,Nissan,F-150,2013,24552,0.10371677,2546.45
9/16/2022,William Graham,Jennifer Alexander,Honda,F-150,2010,37296,0.115565758,4310.14
4/18/2023,Emily Hawkins,Catherine Newman,Ford,Corolla,2016,18130,0.139669764,2532.21
10/16/2022,Kristen Esparza,Jason Patterson,Honda,Altima,2011,45639,0.133546244,6094.92
4/10/2023,Kenneth Mullen,Jason Ware,Chevrolet,Corolla,2015,35447,0.147851166,5240.88
11/3/2022,Katelyn Campbell,James Haley,Ford,Silverado,2010,44417,0.091587231,4068.03
2/10/2023,Jeremy White,Carl Tyler,Ford,Altima,2022,34046,0.101566831,3457.94
7/15/2022,Jennifer Armstrong,Philip Smith,Ford,F-150,2020,43722,0.113487692,4961.91
4/2/2023,Anthony Davidson MD,Joshua Hernandez,Honda,F-150,2010,27536,0.119330374,3285.88
11/16/2022,Diana Schultz,Taylor Lynch,Nissan,Corolla,2016,43449,0.077965511,3387.52
8/16/2022,Heather Mitchell,Jason Zimmerman,Honda,Civic,2010,42379,0.118457945,5020.13
12/6/2022,Grant Ramirez,Judith Woods,Nissan,Corolla,2021,43930,0.089744489,3942.48
12/16/2022,Samantha Schroeder,Melinda Juarez,Toyota,F-150,2019,10305,0.122343005,1260.74
6/5/2022,Candace Mitchell,Andrew Franklin,Ford,Altima,2011,32113,0.138898653,4460.45
8/17/2022,Rebecca Burke,Samuel Hammond,Chevrolet,Corolla,2019,27088,0.091907109,2489.58
6/15/2022,Harry Horton,Sarah Moses,Chevrolet,F-150,2012,42833,0.081810239,3504.18
10/10/2022,Lisa Holland,Brittany Browning,Honda,Civic,2011,25060,0.119805675,3002.33
10/16/2022,Louis Wright,Cole Mcmillan,Honda,Civic,2014,41005,0.056241546,2306.18
8/27/2022,Christopher Beck MD,Kara Padilla,Honda,Corolla,2012,18166,0.092898387,1687.59
6/30/2022,Chris Dixon,Kenneth Johnson,Honda,Civic,2011,29984,0.08389392,2515.48
4/25/2023,Joseph Kirk,Matthew Escobar,Chevrolet,Civic,2010,36281,0.129843766,4710.86
5/30/2022,Richard Cox,Mark Porter,Honda,Corolla,2017,31800,0.1098974,3494.74
10/15/2022,Patrick Stout,Christopher Mcgee MD,Toyota,Silverado,2020,27200,0.09122692,2481.37
10/10/2022,Tiffany Hutchinson,James Gamble,Toyota,Silverado,2017,42106,0.053123372,2236.81
4/25/2023,Rachel Montoya,Juan Bright,Nissan,Altima,2013,26776,0.133518744,3575.1
12/29/2022,Brian Williamson,Carlos Weeks,Honda,Altima,2016,40629,0.093859902,3813.43
3/18/2023,William Lam,Amanda Miller,Chevrolet,Altima,2017,25764,0.103166084,2657.97
1/13/2023,Sandra Estrada,Suzanne Guzman,Honda,Corolla,2020,32498,0.114150705,3709.67
2/20/2023,Duane Jones,Jennifer Taylor,Nissan,Silverado,2015,24399,0.054353242,1326.16
12/31/2022,Joseph Hart,Richard Freeman,Honda,F-150,2018,22597,0.081005297,1830.48
12/4/2022,Terry Hart,Keith Miller MD,Honda,Altima,2011,19123,0.067060086,1282.39
8/5/2022,Ashley Pearson,Linda Young,Nissan,Silverado,2014,40590,0.114745005,4657.5
2/2/2023,Dawn Williams,Joseph White,Chevrolet,F-150,2021,15588,0.087834269,1369.16
12/11/2022,Dr. Allen Cain,Lauren Santiago,Ford,F-150,2010,25995,0.143309166,3725.32
6/20/2022,Todd Young,Brent Maynard,Toyota,Silverado,2021,32538,0.096419155,3137.29
4/1/2023,Kristine Knight,Samuel Sanders,Ford,Civic,2016,43604,0.118070636,5148.35
7/28/2022,William Jackson Jr.,Timothy Thomas,Toyota,F-150,2012,41835,0.130675199,5466.8
6/11/2022,Stephanie Wilcox,Deborah Johnson,Nissan,F-150,2018,36714,0.070591893,2591.71
5/28/2022,Michael Hill,Thomas Rodgers,Toyota,Silverado,2021,19383,0.135001559,2616.74
2/14/2023,Valerie Bailey,Mrs. Dawn Cruz,Nissan,Corolla,2017,41252,0.105248341,4341.7
6/16/2022,Ryan Brown,Robert Williams,Honda,Altima,2021,34400,0.104104418,3581.19
5/13/2022,Mrs. Stephanie Hardin DDS,Thomas Miller,Honda,Civic,2016,11555,0.123766294,1430.12
3/13/2023,Micheal Moore,James Burns,Ford,Silverado,2017,18979,0.14090097,2674.16
2/22/2023,Jaime Norris,Sarah Long,Ford,F-150,2014,27725,0.143007272,3964.88
10/6/2022,Edward Harper,Mark Mcdonald,Nissan,F-150,2012,21081,0.067934342,1432.12
5/29/2022,Greg Hughes,Alex House,Chevrolet,Civic,2012,47281,0.133097874,6293
5/7/2022,Brittany Ruiz,Anthony Chandler,Ford,Corolla,2015,44870,0.140271213,6293.97
3/30/2023,Timothy Stokes,Marisa Navarro,Ford,Silverado,2016,47775,0.103781946,4958.18
12/15/2022,Cody Travis,Thomas Collins,Toyota,Silverado,2020,12979,0.138822922,1801.78
2/15/2023,Julie Perkins,Marisa Wagner,Honda,Civic,2022,11164,0.129116757,1441.46
7/16/2022,Teresa Hernandez,Lisa Shaffer,Nissan,F-150,2010,32852,0.085961969,2824.02
5/2/2022,Kimberly Andrews,Nathaniel Harris,Nissan,Altima,2021,27437,0.086229372,2365.88
1/11/2023,Tammy Miller,Molly Smith PhD,Honda,Silverado,2010,22540,0.099323369,2238.75
5/16/2022,Troy Becker,Dr. Brandon Phillips,Chevrolet,Corolla,2011,14205,0.087988411,1249.88
8/3/2022,Sandra Black,Katie Hoffman,Chevrolet,Altima,2015,39628,0.130053023,5153.74
12/30/2022,Courtney Dixon,Trevor Lynch,Toyota,Corolla,2015,12287,0.117159745,1439.54
1/3/2023,Elizabeth Ritter,Joshua Adams,Chevrolet,Silverado,2011,21199,0.115850459,2455.91
12/25/2022,Natalie Meyer DDS,Kimberly Jackson,Nissan,Corolla,2022,20515,0.054430774,1116.65
12/15/2022,Nathaniel Brown,Roy Davidson,Toyota,Corolla,2015,34236,0.114635385,3924.66
2/11/2023,Jason Stanley,Emily Johnson,Ford,Civic,2011,12971,0.097732351,1267.69
5/26/2022,Mary Carrillo,Autumn Carlson,Nissan,Silverado,2010,25358,0.087328185,2214.47
8/5/2022,Terry Maxwell,Sara Fleming,Toyota,Civic,2013,14315,0.090743393,1298.99
7/18/2022,Heather Johnson,Joseph Gonzalez,Toyota,F-150,2012,25537,0.127991677,3268.52
5/26/2022,Monica Colon,Kathryn Wallace,Toyota,F-150,2020,18006,0.115843311,2085.87
5/2/2022,Dustin Wheeler,Mrs. Stephanie Whitney,Chevrolet,Silverado,2010,13627,0.072536727,988.46
12/26/2022,Jessica Branch,Keith Foster,Toyota,Corolla,2018,42308,0.143257796,6060.95
9/23/2022,Nicholas Bell,Stephanie Pearson,Ford,Civic,2012,32018,0.050586562,1619.68
3/3/2023,Alyssa Colon,Alexa Gonzalez,Ford,Silverado,2020,34758,0.087863029,3053.94
12/24/2022,Wayne Brewer,James Johnson,Honda,Corolla,2015,27700,0.051114849,1415.88
5/20/2022,Steven Johnson,Jonathon Lucas,Nissan,F-150,2012,47858,0.072422007,3465.97
2/28/2023,Jackie Casey,Mark Shaw,Toyota,Corolla,2010,21505,0.142597813,3066.57
11/1/2022,Jeffery Wallace,Joseph Brown,Chevrolet,Silverado,2022,39223,0.132798595,5208.76
4/27/2023,Jesse Poole,Kristie Hopkins,Nissan,F-150,2016,24302,0.085873985,2086.91
11/22/2022,Patricia Hernandez,Amy Wells,Nissan,Silverado,2019,15176,0.068710147,1042.75
1/2/2023,Barbara Chan,Michael English,Chevrolet,Silverado,2018,10157,0.119831547,1217.13
5/1/2022,Lisa Daniels,Robert Lynch,Chevrolet,Silverado,2013,10282,0.051578143,530.33
3/21/2023,Kimberly Mason,Stephanie Brown,Chevrolet,Altima,2020,45513,0.073762078,3357.13
9/15/2022,Chad Cox,Melissa Duran,Honda,Corolla,2012,22791,0.100008546,2279.29
5/4/2022,Amanda Lindsey,Laura Patterson,Chevrolet,F-150,2015,48477,0.056177358,2723.31
6/7/2022,James Miller,Kathleen Moran,Ford,Altima,2018,40622,0.120606113,4899.26
5/13/2022,Kristen Dixon,Thomas Cole,Ford,Altima,2018,27479,0.120510059,3311.5
9/5/2022,Kenneth Wallace,Jamie Ballard MD,Honda,Altima,2017,14883,0.060134723,894.99
8/9/2022,Robert Riddle,Sara Chavez,Chevrolet,Civic,2012,18665,0.075049674,1400.8
6/21/2022,Audrey Munoz,Joseph Sanders,Chevrolet,Civic,2010,13595,0.086057482,1169.95
10/12/2022,Leah Gutierrez,Megan Boone,Nissan,Corolla,2021,22532,0.12786271,2881
6/17/2022,Preston Jackson,Angela Martinez,Ford,Civic,2022,28984,0.140590271,4074.87
5/15/2022,Dylan Anderson,Cynthia Fuller,Ford,Silverado,2019,10304,0.052329829,539.21
5/5/2022,Nathaniel Smith,Nicholas Boyle,Toyota,F-150,2012,16774,0.135642644,2275.27
1/24/2023,Jessica Orr,Kimberly Yoder,Honda,Silverado,2015,34905,0.071088524,2481.34
5/25/2022,Mrs. Margaret Silva,John Bailey,Honda,Civic,2017,11202,0.142056891,1591.32
8/9/2022,Robert Cole,David Giles,Chevrolet,Civic,2020,10064,0.138986061,1398.76
12/10/2022,Megan Greene,Katelyn Williams,Chevrolet,Silverado,2017,13144,0.14255598,1873.76
1/6/2023,Sean Washington,Derek Gallegos,Honda,Civic,2013,27279,0.114958919,3135.96
1/21/2023,Michael Coleman,Hector Larson,Chevrolet,Silverado,2014,18119,0.079742445,1444.85
8/23/2022,Randall Reed,Kyle Myers,Chevrolet,Altima,2016,35900,0.077445724,2780.3
4/27/2023,Carla Cox,Jordan Hines,Toyota,F-150,2018,44461,0.086467814,3844.45
6/29/2022,Rhonda Acevedo,Brendan Miller,Ford,F-150,2022,18873,0.142497381,2689.35
3/8/2023,Chelsey Khan,Joseph Rodriguez,Toyota,F-150,2019,32437,0.066177871,2146.61
3/29/2023,Jennifer Ochoa,Samantha Ortega,Toyota,F-150,2012,13206,0.067100791,886.13
3/5/2023,Vincent Martinez,David Austin,Ford,Silverado,2016,25498,0.105591302,2692.37
7/21/2022,Jennifer Lee,Lindsay Gonzalez,Chevrolet,Corolla,2014,15852,0.073088173,1158.59
7/22/2022,Dr. Elizabeth Barton,Brenda Sims,Chevrolet,Corolla,2010,31253,0.147563384,4611.8
7/5/2022,Christopher Parker,Sharon Stephenson,Ford,Altima,2013,33362,0.137260876,4579.3
11/23/2022,Kelly Ibarra,Joseph Hart,Nissan,Civic,2015,33238,0.113600758,3775.86
10/16/2022,Carolyn White,Joshua Robinson,Nissan,Altima,2021,23295,0.108010337,2516.1
10/11/2022,David Padilla,Nicholas Woodward,Nissan,Civic,2012,38345,0.145508038,5579.51
4/8/2023,Christine Williams,Jose Abbott,Ford,Silverado,2021,43374,0.099671211,4323.14
12/17/2022,Kimberly Mccarty,Ashley Davis,Honda,Altima,2017,40679,0.1433225,5830.22
11/9/2022,Dr. James Jones,Drew Cook,Toyota,Corolla,2016,21071,0.090218239,1900.99
6/23/2022,John Luna,Michelle Bonilla,Ford,Altima,2011,14252,0.117810171,1679.03
10/23/2022,Matthew Adams,Mark Hamilton,Toyota,F-150,2020,43707,0.136536074,5967.58
1/4/2023,Anthony Maldonado,Richard Anderson,Toyota,Altima,2016,34491,0.143843802,4961.32
3/22/2023,Zachary Klein,Matthew Joseph,Ford,Corolla,2020,22377,0.061545179,1377.2
3/10/2023,Victoria Smith,Michelle Gibbs,Nissan,Corolla,2020,40873,0.102680507,4196.86
2/22/2023,Gary Johnson,Loretta Wiley,Ford,Corolla,2020,39698,0.130219207,5169.44
1/11/2023,Amy Clarke,Paul Smith,Honda,Corolla,2017,44252,0.14183041,6276.28
6/29/2022,Justin Holt,Ashley Gross,Toyota,Silverado,2010,33587,0.128329131,4310.19
5/4/2022,Robert Hamilton,Ryan Rivas,Toyota,Corolla,2014,26041,0.090838799,2365.53
2/17/2023,Kimberly Macias,David Simmons,Chevrolet,F-150,2021,30789,0.140822611,4335.79
10/18/2022,Jonathan Clark,Sarah Hunter,Ford,F-150,2021,18832,0.061476498,1157.73
1/6/2023,Desiree Potter,Ashley Hill,Toyota,Corolla,2013,13217,0.130784011,1728.57
12/15/2022,David Clark,Sharon Mitchell,Chevrolet,Altima,2010,10328,0.076063929,785.59
1/29/2023,Timothy Cantrell,Joseph Maldonado,Chevrolet,Silverado,2011,10098,0.123171791,1243.79
2/19/2023,Jake Christensen,Chad Nichols,Honda,Silverado,2013,47812,0.13538724,6473.13
6/26/2022,Jasmine Alvarez,David Green,Nissan,Civic,2019,15100,0.064472297,973.53
12/17/2022,Seth Bright,Kristin Ramos,Toyota,Corolla,2019,17621,0.102658939,1808.95
3/16/2023,Melanie Mccoy,Gregory Duncan,Nissan,Civic,2011,30883,0.093657765,2892.43
9/15/2022,David Owens,Cynthia Cortez,Chevrolet,F-150,2018,28414,0.092636101,2632.16
8/15/2022,Joy Compton,Carol Ferguson,Chevrolet,Corolla,2015,15903,0.116478297,1852.35
2/22/2023,Adam Clark,Jeanne Smith,Nissan,Altima,2016,16411,0.126372107,2073.89
9/27/2022,Gary Harper,Kathleen Parrish,Nissan,F-150,2010,25444,0.081234285,2066.93
12/15/2022,Elizabeth Jackson,John Roberts,Toyota,Silverado,2019,29133,0.08556135,2492.66
4/9/2023,Julia Gibson,David Avery,Ford,Altima,2017,47469,0.058543255,2778.99
7/6/2022,Rodney Hubbard,John Gibbs,Nissan,Altima,2011,26486,0.141946909,3759.61
3/1/2023,Nicole Garza,Julie Medina,Ford,F-150,2022,46275,0.095060146,4398.91
6/19/2022,Mary Fletcher,Jeffery Hall,Honda,Civic,2018,34399,0.079949249,2750.17
2/6/2023,Kyle Marsh,Kimberly Hoffman,Ford,F-150,2016,46984,0.10878172,5111
4/23/2023,Christian Thomas,Clinton Lee,Nissan,Altima,2016,23241,0.053032061,1232.52
7/13/2022,Steven Savage,Dawn Sanchez,Chevrolet,F-150,2013,21215,0.136190874,2889.29
8/22/2022,Jennifer Edwards,Karen Walker DDS,Toyota,Corolla,2013,37584,0.060962211,2291.2
10/6/2022,Matthew White,Chad Hicks,Toyota,F-150,2014,36698,0.092179592,3382.81
11/23/2022,William Perez,Scott Caldwell,Chevrolet,F-150,2019,36538,0.122196781,4464.83
12/25/2022,Lisa Jones,Joshua Miller,Toyota,Corolla,2021,46971,0.133925156,6290.6
9/12/2022,Miranda Christensen,Edward Sanchez,Honda,Corolla,2020,47277,0.120520837,5697.86
9/9/2022,Douglas Jones,Paul Meza,Nissan,Corolla,2016,35208,0.139439974,4909.4
12/23/2022,Lauren Woods,Garrett Randall,Honda,F-150,2010,33768,0.070360117,2375.92
8/23/2022,Kevin Mcbride,Greg Sparks,Toyota,F-150,2011,36310,0.057380087,2083.47
11/3/2022,Christine Williams,Kevin Vaughan,Ford,F-150,2017,12831,0.121634737,1560.7
1/8/2023,Marie Romero,Cody Aguilar,Chevrolet,Altima,2012,16769,0.118326694,1984.22
10/29/2022,Gregory Barnes,Ryan Nichols,Chevrolet,Altima,2013,40049,0.127008745,5086.57
9/4/2022,Joseph Hodge,Dakota Haas,Honda,Silverado,2018,45804,0.084393364,3865.55
3/27/2023,Jason Turner,Charles Clark,Chevrolet,Silverado,2020,33919,0.062924249,2134.33
1/9/2023,Vanessa Matthews,Christopher Moody,Honda,Silverado,2015,29409,0.130205629,3829.22
6/2/2022,Eric Hamilton,Mark Garcia,Ford,Corolla,2021,10763,0.105203861,1132.31
7/10/2022,Dorothy Bautista,Alexandra Davis,Toyota,F-150,2015,17354,0.10092829,1751.51
7/9/2022,Ryan Harmon,Caitlin Baker,Toyota,Corolla,2019,13679,0.108593659,1485.45
12/5/2022,Matthew Mata,Michelle Powell,Nissan,Corolla,2016,29674,0.120075268,3563.11
10/17/2022,Paul Mercer,Cynthia Owens,Honda,Altima,2017,34801,0.086640076,3015.16
4/18/2023,Sarah Lee,Laura Jackson,Chevrolet,Civic,2014,18028,0.146729087,2645.23
4/10/2023,Cynthia Berry,Jasmine Sanchez,Chevrolet,Silverado,2013,34142,0.139274287,4755.1
6/30/2022,Kathryn Blackwell,Jessica Harrell,Honda,Civic,2015,19140,0.066080178,1264.77
5/28/2022,Susan Valencia,Amy Miller,Toyota,Corolla,2018,42134,0.062083391,2615.82
10/16/2022,Lori Chavez,Samantha Gomez,Toyota,Civic,2015,17877,0.128156882,2291.06
11/12/2022,Tyrone Baker,Omar Mcdowell,Honda,Silverado,2016,42150,0.149524288,6302.45
11/8/2022,Melissa Hernandez,Nicholas Cobb,Honda,F-150,2011,10125,0.105709734,1070.31
8/4/2022,Sarah Carlson,Patrick Lambert,Chevrolet,Silverado,2015,29079,0.084349869,2452.81
6/21/2022,Raymond Chavez,Carmen Fox,Honda,Civic,2017,39467,0.053212002,2100.12
4/13/2023,Andrew Mora,Cody Robinson,Nissan,Silverado,2011,30951,0.086786825,2686.14
8/17/2022,Ann Bradford,Mariah Phillips,Honda,Silverado,2017,45100,0.141331144,6374.03
6/28/2022,Daniel Carlson,Alison Strong,Nissan,Corolla,2010,21855,0.14400498,3147.23
3/3/2023,Jane Neal,Kayla Jones,Nissan,Silverado,2015,44516,0.09417238,4192.18
2/5/2023,Christina Newton MD,Heather Summers,Nissan,Altima,2015,24878,0.102010316,2537.81
2/10/2023,Deborah Oconnell,Mr. Bradley Watson,Chevrolet,F-150,2010,16784,0.093793376,1574.23
9/2/2022,Laura Gutierrez,Stephanie Silva,Nissan,Silverado,2016,36700,0.102538114,3763.15
3/9/2023,William Perez,Matthew Anderson,Toyota,Civic,2015,28330,0.082403658,2334.5
4/23/2023,Maria Velez,Donald Vasquez,Chevrolet,Silverado,2016,47033,0.111266896,5233.22
11/27/2022,Alexander Mercer,Mark Rodriguez,Toyota,Civic,2016,13562,0.109123141,1479.93
1/3/2023,Allison Greene,Paul Perkins,Toyota,F-150,2016,12644,0.119007812,1504.73
6/16/2022,Donna Baker,Tiffany Curry,Nissan,Altima,2018,35615,0.10559616,3760.81
3/8/2023,Raven Hicks,Melissa Montoya,Honda,Altima,2018,21970,0.102451991,2250.87
1/22/2023,Tara Cook,Peter Kim,Ford,Silverado,2021,11591,0.050636555,586.93
7/2/2022,Jordan Frank,Gina Watts,Chevrolet,Civic,2015,29366,0.10590904,3110.12
2/13/2023,John Wright,Sarah Short,Chevrolet,F-150,2017,37872,0.08577939,3248.64
1/3/2023,David Bennett,Melissa Williams,Toyota,Altima,2021,18901,0.112275584,2122.12
1/19/2023,Jeffrey Baker,Alan Patton,Ford,Silverado,2010,23781,0.062874374,1495.22
9/5/2022,Douglas Martin,Tara Jones,Ford,Civic,2019,33788,0.086224128,2913.34
12/24/2022,Eric Martinez,Harry Hernandez,Ford,Silverado,2021,47138,0.137467813,6479.96
1/9/2023,Olivia Moore,Michael Gutierrez,Honda,Altima,2016,38275,0.072160371,2761.94
3/12/2023,Anita Hopkins,Michael Robinson,Chevrolet,Civic,2019,20340,0.111434415,2266.58
11/17/2022,Katherine Lane,Mark Hart,Ford,Altima,2017,44513,0.124065259,5522.52
8/29/2022,Kelly Mueller,Amy Montgomery,Honda,Corolla,2011,18993,0.069322793,1316.65
4/24/2023,Jon Reynolds,Alicia Lane,Chevrolet,Corolla,2010,35003,0.13845382,4846.3
11/24/2022,Christina Sims,Kelsey Marquez,Toyota,Civic,2021,39250,0.050457664,1980.46
10/23/2022,Ryan Frazier,Barbara Hudson,Honda,F-150,2022,35126,0.095857075,3367.08
1/29/2023,Kayla Wagner,Dr. Christopher Porter,Honda,Silverado,2018,10188,0.06301789,642.03
5/17/2022,Alison Robinson,Susan Russell,Toyota,Altima,2015,37435,0.055116565,2063.29
9/26/2022,Karina Potter,Alexander Vang,Honda,Corolla,2011,27696,0.092506885,2562.07
12/1/2022,Jessica Castillo,Dr. Joanna Payne DDS,Honda,Altima,2020,28943,0.0651915,1886.84
8/11/2022,Jessica Huffman,Natalie Sanders,Honda,F-150,2016,48231,0.088757707,4280.87
1/5/2023,Patrick Williams,Jeremy Lee,Ford,Altima,2013,44210,0.060265193,2664.32
12/4/2022,Jason Barnett,Richard Clark,Ford,Civic,2019,16575,0.065523858,1086.06
6/19/2022,Brandon Allison,Linda Johnson,Honda,Silverado,2019,19024,0.127794479,2431.16
10/6/2022,Wendy Rocha,Sean Fields,Toyota,Altima,2011,23918,0.114904607,2748.29
9/16/2022,Brad Johnson,Joann Banks,Toyota,Silverado,2022,38049,0.136057879,5176.87
3/5/2023,Christian Mills,Cathy Wilson,Toyota,Civic,2022,38278,0.098199223,3758.87
10/31/2022,Brenda Davidson,Samuel Page,Toyota,Altima,2010,25994,0.141261467,3671.95
11/27/2022,Kelly Nelson,Aaron Solomon,Nissan,Silverado,2022,45259,0.109936437,4975.61
11/27/2022,Stacy Oneill,Tammie Burke,Chevrolet,Altima,2014,48535,0.103070284,5002.52
12/16/2022,Michelle Harrison,Joshua Mora,Toyota,Altima,2011,25792,0.091782661,2367.26
7/19/2022,Mark Cobb,Meghan Ramos,Nissan,Altima,2010,32853,0.130785838,4296.71
9/19/2022,Ronald Shaw,Sara Young,Honda,Altima,2018,28442,0.079048506,2248.3
3/30/2023,Sierra Dalton,Tina Williams,Honda,Silverado,2021,30634,0.079031693,2421.06
12/25/2022,Kelly Robinson,Ryan Jones,Toyota,Altima,2015,32943,0.068443647,2254.74
4/5/2023,Katie Vega,Darren Stout,Nissan,Civic,2018,20294,0.076595733,1554.43
11/11/2022,Kellie Hill,Lisa Smith,Nissan,Civic,2017,46559,0.090003107,4190.45
2/6/2023,Melissa Adams,April Martinez,Chevrolet,Silverado,2014,44365,0.094416362,4188.78
6/16/2022,Nicole Nicholson,Joseph Chavez,Honda,Corolla,2016,37749,0.072193464,2725.23
10/19/2022,John Alvarez,Anthony Carpenter,Nissan,Civic,2018,24844,0.082604723,2052.23
2/7/2023,Cynthia Middleton,Theresa Cooper,Honda,F-150,2016,33725,0.119469511,4029.11
3/10/2023,Danny Watson,Belinda Mooney DDS,Honda,Corolla,2016,47850,0.100296282,4799.18
8/20/2022,Benjamin Baxter,Harry Mitchell,Nissan,Corolla,2022,17513,0.141017219,2469.63
11/21/2022,Kimberly Ponce,Amy Bauer,Toyota,Silverado,2013,29097,0.119904239,3488.85
8/5/2022,Amanda Newton,Adam Cook,Nissan,F-150,2012,23991,0.120896195,2900.42
4/14/2023,Barbara Valdez,Taylor Young,Honda,F-150,2014,16185,0.126282822,2043.89
10/10/2022,Bernard Rodriguez,Crystal Petty,Chevrolet,Altima,2015,28198,0.054659409,1541.29
12/23/2022,Jennifer York,Jason Davis,Chevrolet,F-150,2020,43262,0.134337042,5811.69
2/1/2023,Brandon Jimenez,Kelly Mendoza,Ford,F-150,2014,40594,0.084896758,3446.3
2/24/2023,Christina Becker,Caleb Hicks,Toyota,F-150,2010,45655,0.076582158,3496.36
4/9/2023,Shannon Thompson,Terry Guzman,Chevrolet,Silverado,2018,45270,0.075716096,3427.67
1/8/2023,Bradley Hodge,Patrick Kim,Nissan,Civic,2017,30301,0.097849751,2964.95
2/22/2023,Julian Mathis,Jerry Perez,Chevrolet,Civic,2010,11074,0.074756997,827.86
9/21/2022,Eric Thompson,Paul Waller,Chevrolet,Civic,2014,14453,0.0973106,1406.43
6/16/2022,Roberta Kim,Morgan Lucas,Honda,Silverado,2018,30804,0.065974528,2032.28
11/13/2022,Jared Mccarthy,Amy Stephenson,Nissan,Silverado,2012,14699,0.130471788,1917.8
6/8/2022,Austin Floyd,Melanie Fuentes,Nissan,Silverado,2017,19123,0.132377557,2531.46
8/27/2022,Ray Calderon,Doris Munoz,Chevrolet,Corolla,2021,17115,0.146557207,2508.33
4/2/2023,Alexander Calhoun,Christopher Martinez,Chevrolet,Corolla,2018,21385,0.111061593,2375.05
11/12/2022,Cynthia Ramsey,Donna Horton,Ford,Silverado,2018,17791,0.123246516,2192.68
6/27/2022,Cynthia Williams,Andrea Johnson,Chevrolet,Silverado,2010,47725,0.05727228,2733.32
9/10/2022,Steve Johnston,Mr. Mark Boyd,Honda,Civic,2021,49185,0.115887255,5699.91
7/8/2022,Colleen Acosta,Mr. Ryan Pearson Jr.,Chevrolet,Altima,2021,26920,0.140598171,3784.9
10/18/2022,Mark Duncan,Thomas Luna,Nissan,Altima,2012,24778,0.116052769,2875.56
3/15/2023,Emily Stephens,Maurice Johnson,Chevrolet,Corolla,2010,23029,0.140009423,3224.28
